PM2.5_ugm3,PM10_ugm3,CO_ppm,NO2_ppb,SO2_ppb,O3_ppb,hour,day_of_year,AQI,AQI_Category,Dominant_Pollutant
46.66,82.43,1.204,40.72,16.73,34.95,18,12,128,Unhealthy for Sensitive Groups,PM2.5
28.87,41.75,1.223,44.84,10.65,26.16,19,12,86,Moderate,PM2.5
35.35,54.52,0.974,5.0,18.33,28.18,20,12,500,Hazardous,PM10
27.09,37.02,1.16,27.04,25.87,17.15,21,12,83,Moderate,PM2.5
25.23,42.14,0.918,29.38,12.9,24.14,22,12,79,Moderate,PM2.5
34.67,77.21,0.696,26.45,14.94,43.77,23,12,98,Moderate,PM2.5
32.19,48.28,0.67,42.57,21.67,45.3,0,13,93,Moderate,PM2.5
32.47,60.71,1.096,17.17,20.31,45.33,1,13,94,Moderate,PM2.5
37.5,59.62,0.692,23.4,23.86,73.24,2,13,109,Unhealthy for Sensitive Groups,O3
28.97,49.02,1.22,12.36,14.74,55.57,3,13,86,Moderate,PM2.5
36.53,47.63,1.387,49.1,19.26,71.38,4,13,104,Unhealthy for Sensitive Groups,PM2.5
31.23,53.57,0.606,34.43,26.86,76.16,5,13,119,Unhealthy for Sensitive Groups,O3
39.15,68.14,1.54,35.62,14.92,92.13,6,13,167,Unhealthy,O3
38.35,75.51,1.911,42.58,28.27,89.46,7,13,160,Unhealthy,O3
42.81,79.74,1.456,52.36,15.55,88.92,8,13,159,Unhealthy,O3
49.07,73.94,1.634,51.96,25.13,70.54,9,13,500,Hazardous,O3
39.5,84.12,1.823,76.87,19.02,94.63,10,13,173,Unhealthy,O3
63.88,117.52,1.465,56.13,15.16,79.03,11,13,155,Unhealthy,PM2.5
39.47,73.43,1.615,47.35,18.4,76.16,12,13,119,Unhealthy for Sensitive Groups,O3
37.43,67.27,1.153,45.98,23.61,60.28,13,13,106,Unhealthy for Sensitive Groups,PM2.5
55.32,93.35,1.553,46.46,20.85,50.94,14,13,150,Unhealthy for Sensitive Groups,PM2.5
50.64,93.77,1.604,33.47,26.48,67.23,15,13,138,Unhealthy for Sensitive Groups,PM2.5
47.03,90.36,1.535,46.4,28.07,27.27,16,13,129,Unhealthy for Sensitive Groups,PM2.5
44.42,58.99,1.613,50.94,14.97,28.24,17,13,123,Unhealthy for Sensitive Groups,PM2.5
36.46,59.15,0.968,33.87,14.61,48.82,18,13,103,Unhealthy for Sensitive Groups,PM2.5
26.54,44.71,0.947,28.82,14.36,37.43,19,13,81,Moderate,PM2.5
31.68,60.09,1.589,49.16,16.39,26.75,20,13,92,Moderate,PM2.5
23.38,56.41,0.9,17.25,26.41,43.49,21,13,75,Moderate,PM2.5
34.86,53.48,0.948,8.93,23.69,38.49,22,13,99,Moderate,PM2.5
24.78,38.64,0.832,16.88,18.16,41.11,23,13,78,Moderate,PM2.5
19.07,28.17,0.593,12.6,20.9,47.26,0,14,66,Moderate,PM2.5
23.47,32.63,1.339,32.27,27.98,56.89,1,14,75,Moderate,PM2.5
30.45,50.64,0.73,26.0,30.49,65.06,2,14,90,Moderate,PM2.5
24.38,53.14,0.607,29.32,22.25,89.72,3,14,161,Unhealthy,O3
24.59,31.62,0.885,45.53,7.66,73.05,4,14,108,Unhealthy for Sensitive Groups,O3
35.77,69.52,0.506,29.98,22.44,79.57,5,14,131,Unhealthy for Sensitive Groups,O3
38.63,49.11,1.005,47.75,25.63,73.61,6,14,110,Unhealthy for Sensitive Groups,O3
35.46,57.1,1.003,58.22,22.08,88.46,7,14,500,Hazardous,PM2.5
38.4,65.17,1.565,41.44,24.59,108.63,8,14,204,Very Unhealthy,O3
46.31,103.45,1.253,55.86,22.74,98.82,9,14,184,Unhealthy,O3
34.61,59.01,1.778,47.97,14.78,80.54,10,14,134,Unhealthy for Sensitive Groups,O3
36.04,38.45,1.967,60.83,16.52,81.51,11,14,138,Unhealthy for Sensitive Groups,O3
41.92,51.48,1.794,36.29,19.35,62.04,12,14,117,Unhealthy for Sensitive Groups,PM2.5
45.59,82.47,1.483,35.14,26.28,58.07,13,14,126,Unhealthy for Sensitive Groups,PM2.5
48.69,95.0,1.554,46.48,17.13,61.49,14,14,133,Unhealthy for Sensitive Groups,PM2.5
56.25,105.76,0.997,39.6,23.23,47.29,15,14,151,Unhealthy,PM2.5
49.03,90.27,1.34,40.83,22.47,34.55,16,14,134,Unhealthy for Sensitive Groups,PM2.5
38.24,82.78,1.035,40.91,28.89,43.69,17,14,108,Unhealthy for Sensitive Groups,PM2.5
36.52,59.26,1.408,47.2,20.75,33.2,18,14,104,Unhealthy for Sensitive Groups,PM2.5
25.8,57.18,1.879,32.82,12.18,15.35,19,14,80,Moderate,PM2.5
31.02,36.26,1.17,25.76,24.19,10.0,20,14,91,Moderate,PM2.5
26.58,36.99,0.348,28.0,31.64,25.32,21,14,81,Moderate,PM2.5
29.73,31.82,0.78,21.92,24.52,18.14,22,14,88,Moderate,PM2.5
19.43,31.67,0.889,19.07,17.02,20.1,23,14,66,Moderate,PM2.5
29.91,53.28,0.866,11.87,15.61,56.29,0,15,88,Moderate,PM2.5
38.39,70.47,0.633,29.1,16.26,51.26,1,15,108,Unhealthy for Sensitive Groups,PM2.5
26.36,48.19,0.962,23.92,31.04,57.35,2,15,81,Moderate,PM2.5
32.2,46.82,0.573,41.18,19.38,65.88,3,15,93,Moderate,PM2.5
36.79,63.94,0.737,19.53,17.71,63.62,4,15,104,Unhealthy for Sensitive Groups,PM2.5
30.72,37.33,1.301,31.47,20.23,85.32,5,15,500,Hazardous,O3
38.58,85.8,0.895,58.13,19.44,84.67,6,15,149,Unhealthy for Sensitive Groups,O3
39.74,67.9,1.455,33.71,28.86,81.4,7,15,137,Unhealthy for Sensitive Groups,O3
43.09,71.69,0.969,43.63,15.95,83.92,8,15,146,Unhealthy for Sensitive Groups,O3
38.41,88.2,1.984,36.33,26.92,76.7,9,15,121,Unhealthy for Sensitive Groups,O3
46.54,68.87,1.279,36.91,21.63,81.92,10,15,139,Unhealthy for Sensitive Groups,O3
51.43,79.07,1.481,67.06,27.06,78.82,11,15,140,Unhealthy for Sensitive Groups,PM2.5
59.43,93.82,1.659,53.71,28.93,70.68,12,15,500,Hazardous,NO2
55.12,98.4,1.378,52.93,21.45,68.32,13,15,149,Unhealthy for Sensitive Groups,PM2.5
63.57,119.61,1.555,33.43,19.45,59.21,14,15,155,Unhealthy,PM2.5
38.45,78.09,1.627,52.07,21.35,54.54,15,15,500,Hazardous,O3
49.28,119.58,1.668,57.57,20.55,54.43,16,15,500,Hazardous,O3
41.11,47.01,1.531,54.6,12.74,44.72,17,15,115,Unhealthy for Sensitive Groups,PM2.5
54.31,105.06,1.148,46.68,28.78,43.57,18,15,147,Unhealthy for Sensitive Groups,PM2.5
27.46,42.75,1.063,25.6,22.25,22.54,19,15,83,Moderate,PM2.5
24.55,37.16,1.725,37.13,15.21,24.91,20,15,77,Moderate,PM2.5
24.19,36.1,1.23,38.19,10.68,37.56,21,15,76,Moderate,PM2.5
10.24,10.0,0.612,11.66,9.38,40.73,22,15,43,Good,PM2.5
21.92,59.67,0.882,17.2,24.87,32.0,23,15,72,Moderate,PM2.5
19.76,45.67,0.739,36.88,17.99,51.12,0,16,67,Moderate,PM2.5
27.41,49.62,0.812,37.17,18.81,42.8,1,16,83,Moderate,PM2.5
30.05,70.3,0.519,14.12,23.53,64.81,2,16,89,Moderate,PM2.5
44.08,61.2,0.822,39.46,18.51,67.5,3,16,122,Unhealthy for Sensitive Groups,PM2.5
38.97,54.18,1.563,34.95,23.82,61.16,4,16,500,Hazardous,PM10
29.42,26.83,1.281,44.7,21.56,76.87,5,16,122,Unhealthy for Sensitive Groups,O3
29.72,45.1,0.453,33.65,20.67,107.8,6,16,203,Very Unhealthy,O3
43.7,80.61,1.658,49.56,13.22,91.01,7,16,164,Unhealthy,O3
31.88,58.61,1.707,54.44,16.99,113.0,8,16,208,Very Unhealthy,O3
59.38,108.68,1.347,44.97,24.1,74.54,9,16,153,Unhealthy,PM2.5
55.93,83.74,1.727,50.57,17.68,93.49,10,16,170,Unhealthy,O3
43.84,88.56,1.29,45.11,27.11,55.87,11,16,122,Unhealthy for Sensitive Groups,PM2.5
34.27,64.56,1.419,68.52,32.82,75.0,12,16,115,Unhealthy for Sensitive Groups,O3
58.43,113.97,1.997,50.39,24.37,74.08,13,16,153,Unhealthy,PM2.5
45.58,59.32,1.43,41.17,28.55,68.38,14,16,126,Unhealthy for Sensitive Groups,PM2.5
54.63,102.08,0.894,41.33,24.69,44.24,15,16,148,Unhealthy for Sensitive Groups,PM2.5
29.68,39.18,1.361,47.27,18.42,55.39,16,16,88,Moderate,PM2.5
34.97,58.19,1.27,50.64,22.09,33.45,17,16,99,Moderate,PM2.5
36.95,72.91,1.56,26.64,31.15,32.38,18,16,105,Unhealthy for Sensitive Groups,PM2.5
34.41,63.04,1.111,55.37,18.47,26.69,19,16,98,Moderate,PM2.5
27.77,39.76,0.894,37.09,15.89,18.64,20,16,84,Moderate,PM2.5
34.06,61.38,1.259,36.18,15.42,46.72,21,16,97,Moderate,PM2.5
18.77,15.42,0.924,28.64,20.0,34.5,22,16,65,Moderate,PM2.5
25.07,58.93,0.627,28.6,16.07,49.66,23,16,78,Moderate,PM2.5
26.88,45.91,1.186,26.52,29.52,55.45,0,17,82,Moderate,PM2.5
30.41,68.16,0.91,38.59,22.24,42.56,1,17,90,Moderate,PM2.5
33.09,53.25,0.889,29.53,26.01,72.16,2,17,105,Unhealthy for Sensitive Groups,O3
20.17,30.02,0.999,39.19,19.66,72.8,3,17,107,Unhealthy for Sensitive Groups,O3
19.19,25.38,0.699,29.66,15.45,64.59,4,17,82,Moderate,O3
44.37,90.37,0.949,38.85,14.61,85.7,5,17,500,Hazardous,O3
39.68,62.91,1.201,31.96,16.61,75.75,6,17,118,Unhealthy for Sensitive Groups,O3
33.91,68.77,1.235,55.27,22.89,105.04,7,17,500,Hazardous,O3
54.98,94.38,1.762,37.66,23.75,98.14,8,17,182,Unhealthy,O3
45.8,58.72,1.52,45.24,24.17,88.27,9,17,157,Unhealthy,O3
56.07,94.09,1.768,47.24,13.71,98.63,10,17,184,Unhealthy,O3
48.29,72.77,1.551,48.05,21.15,65.39,11,17,132,Unhealthy for Sensitive Groups,PM2.5
64.61,116.71,1.877,59.22,16.02,67.51,12,17,156,Unhealthy,PM2.5
61.79,96.94,1.667,48.42,23.16,65.24,13,17,154,Unhealthy,PM2.5
44.65,91.47,1.516,64.33,23.55,82.36,14,17,141,Unhealthy for Sensitive Groups,O3
52.64,93.67,1.451,40.3,15.29,41.53,15,17,143,Unhealthy for Sensitive Groups,PM2.5
47.74,83.79,1.094,47.69,25.99,27.93,16,17,131,Unhealthy for Sensitive Groups,PM2.5
50.84,99.39,1.445,35.35,32.85,24.34,17,17,139,Unhealthy for Sensitive Groups,PM2.5
29.3,64.31,1.188,44.21,25.33,43.08,18,17,87,Moderate,PM2.5
39.63,71.1,0.956,36.73,20.34,25.08,19,17,111,Unhealthy for Sensitive Groups,PM2.5
39.93,62.63,1.352,32.45,19.57,28.41,20,17,112,Unhealthy for Sensitive Groups,PM2.5
15.1,10.0,0.57,43.4,20.11,38.65,21,17,57,Moderate,PM2.5
17.94,24.05,0.761,23.06,17.35,32.44,22,17,63,Moderate,PM2.5
9.98,10.55,1.161,34.27,22.42,40.83,23,17,42,Good,PM2.5
23.84,44.19,0.935,20.31,15.53,50.35,0,18,76,Moderate,PM2.5
32.11,53.66,0.838,29.54,11.77,47.93,1,18,93,Moderate,PM2.5
39.51,79.37,0.964,17.65,22.32,58.34,2,18,111,Unhealthy for Sensitive Groups,PM2.5
29.85,46.37,0.999,24.89,21.33,70.18,3,18,500,Hazardous,O3
44.59,79.58,0.565,33.18,18.36,83.68,4,18,145,Unhealthy for Sensitive Groups,O3
23.21,55.99,1.002,55.04,14.81,73.29,5,18,109,Unhealthy for Sensitive Groups,O3
23.51,46.42,1.685,41.01,22.67,55.78,6,18,75,Moderate,PM2.5
39.57,70.51,1.095,59.65,16.27,95.77,7,18,176,Unhealthy,O3
45.78,75.18,1.285,48.2,20.52,99.28,8,18,185,Unhealthy,O3
44.75,72.95,1.292,44.61,30.04,90.98,9,18,164,Unhealthy,O3
30.24,44.23,1.486,65.79,24.48,88.66,10,18,158,Unhealthy,O3
47.18,78.44,1.373,55.96,14.37,75.57,11,18,130,Unhealthy for Sensitive Groups,PM2.5
37.84,77.18,1.706,45.57,14.85,80.0,12,18,133,Unhealthy for Sensitive Groups,O3
53.25,93.19,1.607,56.3,21.98,76.3,13,18,145,Unhealthy for Sensitive Groups,PM2.5
49.72,73.29,1.744,47.47,14.34,60.56,14,18,136,Unhealthy for Sensitive Groups,PM2.5
37.49,88.71,1.139,28.59,11.21,77.15,15,18,123,Unhealthy for Sensitive Groups,O3
38.59,73.31,1.278,55.36,23.88,29.36,16,18,109,Unhealthy for Sensitive Groups,PM2.5
31.54,39.9,1.225,54.06,22.82,40.42,17,18,92,Moderate,PM2.5
36.63,60.64,1.337,58.38,23.47,22.28,18,18,104,Unhealthy for Sensitive Groups,PM2.5
41.89,76.74,0.869,41.12,22.53,39.82,19,18,117,Unhealthy for Sensitive Groups,PM2.5
23.68,63.08,1.295,31.51,20.89,14.19,20,18,75,Moderate,PM2.5
33.29,46.62,1.301,39.86,17.91,17.68,21,18,96,Moderate,PM2.5
23.24,53.55,0.592,38.11,23.8,27.69,22,18,74,Moderate,PM2.5
20.03,52.85,0.705,44.79,28.87,41.45,23,18,68,Moderate,PM2.5
25.22,37.85,0.68,27.55,18.78,39.05,0,19,79,Moderate,PM2.5
18.17,29.38,1.642,26.75,16.18,46.38,1,19,64,Moderate,PM2.5
23.14,29.22,0.759,22.45,15.61,58.19,2,19,74,Moderate,PM2.5
19.76,33.13,1.449,36.89,16.95,65.34,3,19,85,Moderate,O3
47.38,84.84,0.64,18.52,22.3,89.87,4,19,161,Unhealthy,O3
34.64,70.27,0.81,44.66,10.59,88.07,5,19,156,Unhealthy,O3
31.65,70.05,0.994,45.88,23.48,82.73,6,19,142,Unhealthy for Sensitive Groups,O3
41.85,66.36,1.039,48.96,24.5,109.95,7,19,205,Very Unhealthy,O3
41.94,51.88,1.3,47.38,12.29,94.92,8,19,174,Unhealthy,O3
43.38,77.83,1.242,63.82,16.39,79.29,9,19,130,Unhealthy for Sensitive Groups,O3
51.84,96.83,1.266,59.11,21.68,88.55,10,19,158,Unhealthy,O3
54.1,100.38,1.895,45.52,20.57,86.57,11,19,152,Unhealthy,O3
44.18,75.6,1.927,46.11,23.88,68.12,12,19,122,Unhealthy for Sensitive Groups,PM2.5
43.44,79.68,1.833,42.79,20.58,57.24,13,19,121,Unhealthy for Sensitive Groups,PM2.5
44.73,98.69,1.669,55.91,27.61,60.86,14,19,124,Unhealthy for Sensitive Groups,PM2.5
26.74,52.7,1.482,38.48,19.68,48.63,15,19,82,Moderate,PM2.5
30.71,50.81,1.231,56.83,16.37,59.79,16,19,90,Moderate,PM2.5
51.08,85.93,1.007,56.34,15.97,46.2,17,19,139,Unhealthy for Sensitive Groups,PM2.5
50.41,88.7,1.309,31.21,24.96,27.61,18,19,138,Unhealthy for Sensitive Groups,PM2.5
32.36,77.9,0.755,35.04,21.43,35.28,19,19,94,Moderate,PM2.5
36.27,63.09,0.722,34.17,24.45,42.67,20,19,103,Unhealthy for Sensitive Groups,PM2.5
31.84,57.07,1.291,40.35,24.35,17.08,21,19,93,Moderate,PM2.5
52.2,88.18,1.458,45.7,11.19,23.79,22,19,142,Unhealthy for Sensitive Groups,PM2.5
35.41,76.93,0.97,11.55,15.58,38.68,23,19,500,Hazardous,PM2.5
25.13,68.75,1.172,24.82,16.25,45.36,0,20,78,Moderate,PM2.5
18.89,39.41,0.779,25.75,17.27,51.71,1,20,65,Moderate,PM2.5
14.8,27.64,0.487,15.6,19.25,56.89,2,20,57,Moderate,PM2.5
31.06,56.36,1.129,26.66,26.35,64.5,3,20,91,Moderate,PM2.5
25.71,17.66,1.191,38.28,27.34,78.84,4,20,128,Unhealthy for Sensitive Groups,O3
23.08,50.49,1.128,34.11,19.89,92.55,5,20,168,Unhealthy,O3
32.19,59.55,1.127,24.55,20.09,81.17,6,20,137,Unhealthy for Sensitive Groups,O3
31.61,62.04,1.582,71.85,17.82,113.36,7,20,209,Very Unhealthy,O3
56.46,93.1,1.084,48.66,21.8,109.61,8,20,205,Very Unhealthy,O3
52.34,89.6,1.222,49.6,22.36,102.27,9,20,193,Unhealthy,O3
47.01,79.68,1.209,39.41,25.38,92.21,10,20,167,Unhealthy,O3
60.03,120.31,1.573,54.2,25.34,101.29,11,20,190,Unhealthy,O3
49.19,84.0,1.234,50.36,9.84,72.1,12,20,135,Unhealthy for Sensitive Groups,PM2.5
41.3,99.33,1.342,32.71,20.59,59.44,13,20,115,Unhealthy for Sensitive Groups,PM2.5
59.25,111.83,1.3,39.69,28.27,54.74,14,20,500,Hazardous,O3
49.6,73.97,1.376,56.43,19.16,42.21,15,20,136,Unhealthy for Sensitive Groups,PM2.5
34.67,60.86,0.934,65.44,27.05,46.22,16,20,98,Moderate,PM2.5
38.74,61.91,1.319,46.78,19.82,41.79,17,20,109,Unhealthy for Sensitive Groups,PM2.5
30.36,28.31,1.574,51.03,22.22,36.03,18,20,89,Moderate,PM2.5
23.4,61.31,1.147,35.34,15.67,30.9,19,20,75,Moderate,PM2.5
39.17,78.94,1.482,33.13,15.85,31.33,20,20,110,Unhealthy for Sensitive Groups,PM2.5
44.71,86.88,1.346,42.42,24.98,48.39,21,20,124,Unhealthy for Sensitive Groups,PM2.5
16.47,31.63,1.122,46.24,25.76,40.22,22,20,60,Moderate,PM2.5
31.04,39.29,0.875,41.42,21.48,48.01,23,20,91,Moderate,PM2.5
21.03,32.05,0.847,17.34,15.28,46.91,0,21,70,Moderate,PM2.5
22.72,51.0,1.081,27.74,21.63,36.08,1,21,73,Moderate,PM2.5
23.0,28.79,0.771,32.38,27.7,41.86,2,21,74,Moderate,PM2.5
22.61,10.32,0.381,28.92,30.13,88.59,3,21,158,Unhealthy,O3
32.24,55.31,1.168,37.88,19.83,69.68,4,21,99,Moderate,O3
27.92,48.55,0.768,45.1,13.12,75.05,5,21,115,Unhealthy for Sensitive Groups,O3
39.64,72.98,0.911,50.03,25.62,88.44,6,21,157,Unhealthy,O3
39.98,80.71,1.293,59.96,20.03,94.48,7,21,173,Unhealthy,O3
41.19,81.79,1.351,42.71,26.13,96.77,8,21,179,Unhealthy,O3
38.17,71.8,1.031,34.84,22.82,106.72,9,21,202,Very Unhealthy,O3
42.6,91.02,1.561,53.97,17.0,100.99,10,21,500,Hazardous,NO2
54.38,79.65,1.838,70.43,21.71,73.1,11,21,147,Unhealthy for Sensitive Groups,PM2.5
52.73,100.96,1.221,47.23,27.96,84.69,12,21,149,Unhealthy for Sensitive Groups,O3
40.51,80.45,1.929,58.46,20.67,63.92,13,21,113,Unhealthy for Sensitive Groups,PM2.5
48.01,71.54,1.044,57.35,16.24,58.62,14,21,132,Unhealthy for Sensitive Groups,PM2.5
51.44,74.55,2.09,50.4,13.47,41.3,15,21,140,Unhealthy for Sensitive Groups,PM2.5
29.74,44.58,1.257,46.07,17.55,28.07,16,21,88,Moderate,PM2.5
44.73,72.58,1.337,33.87,19.36,38.47,17,21,124,Unhealthy for Sensitive Groups,PM2.5
32.17,66.96,0.632,17.18,25.51,24.46,18,21,93,Moderate,PM2.5
39.13,63.06,1.088,25.78,15.81,40.3,19,21,110,Unhealthy for Sensitive Groups,PM2.5
25.75,36.07,1.089,30.1,29.18,27.19,20,21,80,Moderate,PM2.5
15.09,19.82,0.92,42.49,14.73,34.11,21,21,57,Moderate,PM2.5
14.72,39.92,0.719,28.58,33.07,47.69,22,21,57,Moderate,PM2.5
27.0,48.76,0.568,23.22,30.04,23.93,23,21,82,Moderate,PM2.5
28.39,48.95,1.179,19.09,22.18,37.75,0,22,85,Moderate,PM2.5
19.46,33.71,0.862,34.98,13.24,54.04,1,22,500,Hazardous,O3
32.93,74.78,1.35,43.19,21.2,63.13,2,22,95,Moderate,PM2.5
16.32,20.39,0.787,42.15,19.54,78.8,3,22,128,Unhealthy for Sensitive Groups,O3
31.42,72.34,0.89,40.06,15.11,83.67,4,22,145,Unhealthy for Sensitive Groups,O3
24.98,47.49,1.352,22.14,22.93,82.18,5,22,140,Unhealthy for Sensitive Groups,O3
32.37,56.35,0.713,36.48,17.36,89.01,6,22,159,Unhealthy,O3
40.89,103.61,0.929,62.58,17.9,92.29,7,22,167,Unhealthy,O3
36.34,52.75,1.709,57.22,20.46,75.3,8,22,116,Unhealthy for Sensitive Groups,O3
42.49,72.23,1.103,33.11,18.6,87.41,9,22,155,Unhealthy,O3
55.4,84.94,0.966,49.84,31.87,88.47,10,22,500,Hazardous,PM2.5
43.87,90.39,2.108,55.22,18.8,85.8,11,22,500,Hazardous,O3
55.55,120.26,1.142,44.38,23.68,65.76,12,22,151,Unhealthy,PM2.5
39.44,91.04,1.603,28.5,22.21,55.08,13,22,111,Unhealthy for Sensitive Groups,PM2.5
51.59,107.55,1.532,51.38,23.24,57.65,14,22,141,Unhealthy for Sensitive Groups,PM2.5
57.09,100.4,0.611,40.61,23.62,71.91,15,22,152,Unhealthy,PM2.5
23.45,37.83,1.3,38.16,25.89,36.81,16,22,75,Moderate,PM2.5
34.13,41.38,1.428,39.56,22.81,50.53,17,22,97,Moderate,PM2.5
42.2,100.4,1.306,38.66,22.6,49.87,18,22,118,Unhealthy for Sensitive Groups,PM2.5
33.05,65.11,1.378,36.8,21.77,31.48,19,22,95,Moderate,PM2.5
34.92,56.95,0.904,25.16,20.79,23.2,20,22,99,Moderate,PM2.5
24.78,60.55,1.159,29.31,16.92,36.15,21,22,78,Moderate,PM2.5
28.52,39.65,0.681,12.03,21.17,35.97,22,22,86,Moderate,PM2.5
25.45,50.69,0.429,31.52,22.69,30.2,23,22,79,Moderate,PM2.5
35.73,62.25,0.451,5.0,23.55,38.41,0,23,102,Unhealthy for Sensitive Groups,PM2.5
28.81,59.52,0.414,25.51,22.44,56.77,1,23,86,Moderate,PM2.5
30.61,54.33,1.191,38.8,20.38,69.33,2,23,500,Hazardous,PM10
26.41,30.12,0.491,20.92,21.26,64.54,3,23,82,Moderate,O3
28.14,51.57,1.102,41.16,18.77,74.31,4,23,113,Unhealthy for Sensitive Groups,O3
31.31,68.95,1.027,48.45,23.11,87.9,5,23,156,Unhealthy,O3
40.86,73.19,1.169,6.92,20.44,84.26,6,23,147,Unhealthy for Sensitive Groups,O3
37.26,76.37,1.702,41.59,22.45,85.98,7,23,500,Hazardous,O3
45.67,69.66,1.248,17.24,26.55,82.45,8,23,141,Unhealthy for Sensitive Groups,O3
62.3,111.83,1.638,47.3,18.0,81.25,9,23,155,Unhealthy,PM2.5
54.46,90.54,1.523,50.32,24.53,112.67,10,23,208,Very Unhealthy,O3
46.02,91.79,1.502,26.77,21.71,79.25,11,23,130,Unhealthy for Sensitive Groups,O3
58.62,105.89,2.25,71.25,31.65,88.65,12,23,158,Unhealthy,O3
45.36,89.93,1.115,54.45,20.46,84.6,13,23,149,Unhealthy for Sensitive Groups,O3
31.19,69.19,1.899,41.9,25.02,58.16,14,23,91,Moderate,PM2.5
37.63,76.04,1.651,63.14,21.62,55.92,15,23,106,Unhealthy for Sensitive Groups,PM2.5
28.39,54.38,1.236,28.04,14.6,46.02,16,23,500,Hazardous,PM10
37.81,56.09,1.782,30.81,18.94,22.66,17,23,107,Unhealthy for Sensitive Groups,PM2.5
37.85,68.09,0.646,17.01,25.95,18.5,18,23,107,Unhealthy for Sensitive Groups,PM2.5
48.18,80.33,0.95,54.9,19.38,31.51,19,23,132,Unhealthy for Sensitive Groups,PM2.5
34.66,58.26,0.657,37.32,10.44,25.75,20,23,98,Moderate,PM2.5
27.95,45.81,1.069,38.11,21.39,49.94,21,23,84,Moderate,PM2.5
34.54,50.41,0.554,32.62,16.08,31.65,22,23,98,Moderate,PM2.5
9.09,10.0,0.982,34.15,22.2,58.3,23,23,62,Moderate,O3
28.35,43.02,0.784,28.78,29.36,40.24,0,24,85,Moderate,PM2.5
33.02,61.76,0.708,31.12,25.45,71.36,1,24,102,Unhealthy for Sensitive Groups,O3
16.16,12.91,1.005,30.68,29.29,65.06,2,24,84,Moderate,O3
38.94,70.28,0.865,25.43,18.8,73.4,3,24,109,Unhealthy for Sensitive Groups,PM2.5
34.85,85.53,0.693,33.53,20.89,69.88,4,24,100,Moderate,O3
31.55,69.07,1.947,39.63,16.38,86.98,5,24,154,Unhealthy,O3
42.87,96.89,1.054,41.11,18.19,102.91,6,24,195,Unhealthy,O3
58.91,110.73,0.628,28.33,16.97,87.53,7,24,155,Unhealthy,O3
44.94,94.9,1.127,32.55,15.07,86.61,8,24,153,Unhealthy,O3
47.82,77.38,1.074,59.31,28.44,86.51,9,24,152,Unhealthy,O3
43.96,71.39,1.76,47.32,11.15,102.18,10,24,193,Unhealthy,O3
41.97,42.67,1.644,57.44,28.46,89.77,11,24,161,Unhealthy,O3
55.8,114.67,1.68,41.08,27.84,89.48,12,24,160,Unhealthy,O3
41.92,93.94,1.437,36.86,24.1,70.9,13,24,500,Hazardous,O3
48.21,80.13,1.428,41.96,16.03,60.39,14,24,132,Unhealthy for Sensitive Groups,PM2.5
42.01,72.57,1.343,46.26,13.7,56.47,15,24,117,Unhealthy for Sensitive Groups,PM2.5
47.31,76.12,1.356,39.35,18.86,55.7,16,24,130,Unhealthy for Sensitive Groups,PM2.5
43.42,82.74,1.544,56.05,24.73,36.32,17,24,120,Unhealthy for Sensitive Groups,PM2.5
46.11,96.5,1.301,41.8,21.62,47.71,18,24,127,Unhealthy for Sensitive Groups,PM2.5
30.79,34.52,1.257,55.38,16.39,34.68,19,24,90,Moderate,PM2.5
29.98,58.88,1.17,38.04,27.35,10.0,20,24,89,Moderate,PM2.5
21.96,36.21,1.211,7.39,30.03,39.86,21,24,72,Moderate,PM2.5
24.43,45.34,0.975,40.17,20.47,21.3,22,24,77,Moderate,PM2.5
29.87,59.28,0.96,13.31,22.15,47.38,23,24,88,Moderate,PM2.5
32.6,56.42,1.197,30.31,14.12,54.02,0,25,500,Hazardous,O3
19.55,33.96,0.653,20.66,19.6,55.53,1,25,67,Moderate,PM2.5
35.03,60.48,0.632,51.03,24.22,65.44,2,25,99,Moderate,PM2.5
40.72,84.94,0.59,45.91,23.44,78.75,3,25,128,Unhealthy for Sensitive Groups,O3
35.54,69.0,1.075,26.58,19.13,70.04,4,25,500,Hazardous,O3
49.99,92.63,0.551,35.62,20.3,89.15,5,25,159,Unhealthy,O3
31.73,41.86,1.339,42.45,19.43,97.61,6,25,181,Unhealthy,O3
30.91,51.09,1.26,51.74,20.28,106.58,7,25,202,Very Unhealthy,O3
29.38,63.67,1.72,46.29,23.78,78.94,8,25,129,Unhealthy for Sensitive Groups,O3
57.93,104.73,1.253,38.24,11.83,93.06,9,25,169,Unhealthy,O3
53.01,103.33,1.451,43.22,21.3,76.37,10,25,144,Unhealthy for Sensitive Groups,PM2.5
48.46,108.43,1.884,51.55,23.42,71.17,11,25,133,Unhealthy for Sensitive Groups,PM2.5
51.54,105.23,1.975,64.34,18.82,78.59,12,25,140,Unhealthy for Sensitive Groups,PM2.5
39.9,72.95,1.344,55.87,19.27,68.54,13,25,112,Unhealthy for Sensitive Groups,PM2.5
67.34,115.08,1.566,42.66,19.42,71.45,14,25,157,Unhealthy,PM2.5
47.0,53.95,1.543,54.97,19.27,48.77,15,25,129,Unhealthy for Sensitive Groups,PM2.5
44.48,78.05,1.492,42.13,21.7,43.66,16,25,123,Unhealthy for Sensitive Groups,PM2.5
46.67,80.1,1.214,52.01,22.31,40.9,17,25,129,Unhealthy for Sensitive Groups,PM2.5
